,task_id,T,x(Cr),x(Cr@B2),x(Cr@Bcc),x(Cr@CBCC_A12),x(Cr@Hcp),x(Cr@Laves_C14),x(Cr@Laves_C15),x(Cr@Laves_C36),x(Cr@Liquid),x(Cr@Sigma),x(Mn),x(Mn@Bcc),x(Mn@Beta_TiMn),x(Mn@CBCC_A12),x(Mn@Laves_C14),x(Mn@Laves_C15),x(Mn@Laves_C36),x(Mn@Liquid),x(Mn@Mn3Ti),x(Mn@Mn4Ti),x(Mn@Sigma),x(Nb),x(Nb@B2),x(Nb@Bcc#1),x(Nb@Bcc#2),x(Nb@Bcc),x(Nb@Laves_C14),x(Nb@Laves_C15),x(Nb@Laves_C36),x(Nb@Liquid),x(Ti),x(Ti@Bcc#1),x(Ti@Bcc#2),x(Ti@Bcc),x(Ti@Beta_TiMn),x(Ti@CBCC_A12),x(Ti@Laves_C14),x(Ti@Laves_C15),x(Ti@Laves_C36),x(Ti@Liquid),x(Ti@Mn3Ti),x(Ti@Mn4Ti),x(V),x(V@Bcc#1),x(V@Bcc#2),x(V@Bcc),x(V@Hcp),x(V@Laves_C14),x(V@Laves_C15),x(V@Laves_C36),x(V@Liquid),x(Zr),x(Zr@Bcc#1),x(Zr@Bcc#2),x(Zr@Bcc),x(Zr@Hcp),x(Zr@Laves_C14),x(Zr@Laves_C15),x(Zr@Laves_C36),x(Zr@Liquid),w(Cr),w(Cr@B2),w(Cr@Bcc),w(Cr@CBCC_A12),w(Cr@Hcp),w(Cr@Laves_C14),w(Cr@Laves_C15),w(Cr@Laves_C36),w(Cr@Liquid),w(Cr@Sigma),w(Mn),w(Mn@Bcc),w(Mn@Beta_TiMn),w(Mn@CBCC_A12),w(Mn@Laves_C14),w(Mn@Laves_C15),w(Mn@Laves_C36),w(Mn@Liquid),w(Mn@Mn3Ti),w(Mn@Mn4Ti),w(Mn@Sigma),w(Nb),w(Nb@B2),w(Nb@Bcc#1),w(Nb@Bcc#2),w(Nb@Bcc),w(Nb@Laves_C14),w(Nb@Laves_C15),w(Nb@Laves_C36),w(Nb@Liquid),w(Ti),w(Ti@Bcc#1),w(Ti@Bcc#2),w(Ti@Bcc),w(Ti@Beta_TiMn),w(Ti@CBCC_A12),w(Ti@Laves_C14),w(Ti@Laves_C15),w(Ti@Laves_C36),w(Ti@Liquid),w(Ti@Mn3Ti),w(Ti@Mn4Ti),w(V),w(V@Bcc#1),w(V@Bcc#2),w(V@Bcc),w(V@Hcp),w(V@Laves_C14),w(V@Laves_C15),w(V@Laves_C36),w(V@Liquid),w(Zr),w(Zr@Bcc#1),w(Zr@Bcc#2),w(Zr@Bcc),w(Zr@Hcp),w(Zr@Laves_C14),w(Zr@Laves_C15),w(Zr@Laves_C36),w(Zr@Liquid),P,log10(P),phase_name,G,H,S,G(@Bcc),H(@Bcc),S(@Bcc),G(@Laves_C15),H(@Laves_C15),S(@Laves_C15),G(@Laves_C36),H(@Laves_C36),S(@Laves_C36),G(@Laves_C14),H(@Laves_C14),S(@Laves_C14),G(@Liquid),H(@Liquid),S(@Liquid),G(@Bcc#1),G(@Bcc#2),H(@Bcc#1),H(@Bcc#2),S(@Bcc#1),S(@Bcc#2),G(@Hcp),H(@Hcp),S(@Hcp),G(@Beta_TiMn),H(@Beta_TiMn),S(@Beta_TiMn),G(@B2),H(@B2),S(@B2),G(@CBCC_A12),H(@CBCC_A12),S(@CBCC_A12),G(@Sigma),H(@Sigma),S(@Sigma),G(@Mn3Ti),G(@Mn4Ti),H(@Mn3Ti),H(@Mn4Ti),S(@Mn3Ti),S(@Mn4Ti),f(@B2),f(@Bcc#1),f(@Bcc#2),f(@Bcc),f(@Beta_TiMn),f(@CBCC_A12),f(@Hcp),f(@Laves_C14),f(@Laves_C15),f(@Laves_C36),f(@Liquid),f(@Mn3Ti),f(@Mn4Ti),f(@Sigma)
2796,841,1200.0,30.0,,12.60582981,,,,51.3656,,,,,,,,,,,,,,,40.0,,,,54.98950061,,21.5881,,,20.0,,,27.68226067,,,,10.5637,,,,,,,,,,,,,,10.0,,,4.722408911,,,16.4826,,,21.8288,,8.715511334,,,,39.9471,,,,,,,,,,,,,,,52.0048,,,,67.93209926,,29.9985,,,13.4006,,,17.62410993,,,,7.56507,,,,,,,,,,,,,,12.7658,,,5.728279477,,,22.4893,,,1.0,5.0,Laves_C15+Bcc,-91430.96868,32702.54961,84.26400455,-90716.58228,39609.97323,88.46794658,-92308.46508,24218.01066,79.10021093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5512317819,,,,,0.448768,,,,,
2797,842,1200.0,20.0,,7.87292,,,,39.21131603,,,,,,,,,,,,,,,40.0,,,,49.7453,,24.56176343,,,20.0,,,25.5614,,,,11.18979953,,,,,,,,,,,,,,20.0,,,16.8203,,,25.03712101,,,13.7953,,5.25542,,,,28.55298193,,,,,,,,,,,,,,,49.2985,,,,59.3332,,31.95754604,,,12.7032,,,15.7123,,,,7.503200725,,,,,,,,,,,,,,24.203,,,19.6991,,,31.9862713,,,1.0,5.0,Bcc+Laves_C15,-93929.6753,33871.69547,86.75380699,-93502.70596,39930.91035,90.57707383,-94606.06594,24272.88863,80.69711473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.613028,,,,,0.3869719296,,,,,
2798,843,1200.0,10.0,,6.18185,,,,35.29840404,,,,,,,,,,,,,,,40.0,,,,42.0705,,26.28118138,,,20.0,,,21.557,,,,9.683614603,,,,,,,,,,,,,,30.0,,,30.1907,,,28.73679998,,,6.55644,,4.00972,,,,24.92974478,,,,,,,,,,,,,,,46.86,,,,48.7582,,33.16511239,,,12.0749,,,12.8756,,,,6.297736215,,,,,,,,,,,,,,34.5087,,,34.3564,,,35.60740661,,,1.0,5.0,Bcc+Laves_C15,-95158.84883,38229.57033,90.54639321,-95188.16101,40324.66469,91.98847755,-94964.63153,24347.84699,80.99139837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.868867,,,,,0.1311333954,,,,,
2799,844,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,20.0,,,20.0,,,,,,,,,,,,,,,,,,40.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6513,,,,44.6513,,,,,11.5057,,,11.5057,,,,,,,,,,,,,,,,,,43.8429,,,43.8429,,,,,,1.0,5.0,Bcc,-95214.51514,40115.55225,91.86441801,-95214.51514,40115.55225,91.86441801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2800,845,1200.0,30.0,,19.2302,,,,50.25729832,,,,,,,,,,,,,,,40.0,,,,46.5757,,27.63148106,,,20.0,,,25.2051,,,,10.2095291,,,,,10.0,,,8.98897,,,11.90169151,,,,,,,,,,,,23.1328,,14.301,,,,41.64137809,,,,,,,,,,,,,,,55.1114,,,,61.8892,,40.90759488,,,14.2011,,,17.2605,,,,7.789612845,,,,,7.55464,,,6.54933,,,9.66141419,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C15,-89446.96867,36518.20576,85.50736479,-90479.41413,40021.12983,88.58605299,-87505.00261,29929.42219,79.71654265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.652891,,,,,0.3471091507,,,,,
2801,846,1200.0,20.0,,9.73939,,,,40.19142747,,,,,,,,,,,,,,,40.0,,,,48.7727,,22.73658552,,,20.0,,,25.1514,,,,9.862709395,,,,,10.0,,,9.61313,,,10.76131448,,,10.0,,,6.72336,,,16.44796313,,,14.5741,,6.89463,,,,31.0840687,,,,,,,,,,,,,,,52.0816,,,,61.6922,,31.41980613,,,13.4204,,,16.3956,,,,7.024005975,,,,,7.13931,,,6.6673,,,8.15409578,,,12.7847,,,8.35036,,,22.31802342,,,1.0,5.0,Bcc+Laves_C15,-94074.86729,35012.43122,87.62671725,-93524.63043,39630.63901,90.3881271,-95157.65561,25924.45139,82.19265316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.663057,,,,,0.336943278,,,,,
2802,847,1200.0,10.0,,6.26159,,,,31.40443183,,,,,,,,,,,,,,,40.0,,,,42.7216,,24.41710059,,,20.0,,,21.8215,,,,9.571042932,,,,,10.0,,,9.68483,,,11.80449173,,,20.0,,,19.5105,,,22.80293292,,,6.90729,,4.27679,,,,23.19078162,,,,,,,,,,,,,,,49.3675,,,,52.138,,32.21753917,,,12.721,,,13.7246,,,,6.508305294,,,,,6.76727,,,6.48083,,,8.540391795,,,24.2369,,,23.3797,,,29.54298212,,,1.0,5.0,Bcc+Laves_C15,-95767.59927,38162.75538,90.9142685,-95663.5103,40138.94256,92.18508153,-96363.56412,26848.03018,83.6381864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.851313,,,,,0.1486870973,,,,,
2803,848,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,20.0,,,20.0,,,,,,,,,10.0,,,10.0,,,,,,30.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9223,,,,46.9223,,,,,12.0909,,,12.0909,,,,,,,,,6.43209,,,6.43209,,,,,,34.5546,,,34.5546,,,,,,1.0,5.0,Bcc,-95819.99879,40152.78774,92.30070701,-95819.99879,40152.78774,92.30070701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2804,849,1200.0,20.0,,17.7978,,,,42.57792385,,,,,,,,,,,,,,,40.0,,,,41.083,,28.89657389,,,20.0,,,21.1454,,,,8.256928449,,,,,20.0,,,19.9738,,,20.26857381,,,,,,,,,,,,15.446,,13.6648,,,,34.99428022,,,,,,,,,,,,,,,55.1977,,,,56.3605,,42.43583629,,,14.2233,,,14.9499,,,,6.249068886,,,,,15.1329,,,15.0247,,,16.32081461,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C15,-91140.42669,38745.70078,88.16897632,-91368.53159,39668.89952,88.95050138,-88801.81658,29280.74899,80.15651195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91113,,,,,0.0888703664,,,,,
2805,85,1200.0,70.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,70.8481,,70.8481,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.31996,,,9.31996,,,,,,,,,19.832,,,19.832,,,,,,,,,,,,,,,1.0,5.0,Bcc,-81284.27306,35010.03627,78.94261231,-81284.27306,35010.03627,78.94261231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2806,850,1200.0,10.0,,7.34405,,,,30.68078286,,,,,,,,,,,,,,,40.0,,,,42.1378,,23.3534544,,,20.0,,,21.4641,,,,8.599216535,,,,,20.0,,,19.957,,,20.33510472,,,10.0,,,9.09699,,,17.03144149,,,7.29781,,5.32513,,,,23.57691314,,,,,,,,,,,,,,,52.1586,,,,54.5934,,32.06604986,,,13.4402,,,14.3315,,,,6.085042253,,,,,14.2997,,,14.1773,,,15.30992194,,,12.8036,,,11.5726,,,22.96207281,,,1.0,5.0,Bcc+Laves_C15,-94613.38402,38227.17706,90.17449756,-94467.51819,39594.34457,91.00353851,-95749.19147,27581.50996,83.71903841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.886191,,,,,0.1138089007,,,,,
2807,851,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,20.0,,,20.0,,,,,,,,,20.0,,,20.0,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4368,,,,49.4368,,,,,12.7389,,,12.7389,,,,,,,,,13.5535,,,13.5535,,,,,,24.2709,,,24.2709,,,,,,1.0,5.0,Bcc,-94893.71206,39839.23831,91.45908452,-94893.71206,39839.23831,91.45908452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2808,852,1200.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,20.0,,,20.0,,,,,,,,,30.0,,,30.0,,,,,,,,,,,,,,,7.73513,,7.73513,,,,,,,,,,,,,,,,,,,55.2842,,,,55.2842,,,,,14.2456,,,14.2456,,,,,,,,,22.735,,,22.735,,,,,,,,,,,,,,,1.0,5.0,Bcc,-91858.15027,38701.36988,88.62608706,-91858.15027,38701.36988,88.62608706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2809,853,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,20.0,,,20.0,,,,,,,,,30.0,,,30.0,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2359,,,,52.2359,,,,,13.4601,,,13.4601,,,,,,,,,21.4814,,,21.4814,,,,,,12.8226,,,12.8226,,,,,,1.0,5.0,Bcc,-93362.07487,39065.03532,89.89383986,-93362.07487,39065.03532,89.89383986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2810,854,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,20.0,,,20.0,,,,,,,,,40.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3711,,,,55.3711,,,,,14.268,,,14.268,,,,,,,,,30.3609,,,30.3609,,,,,,,,,,,,,,,1.0,5.0,Bcc,-90486.69767,37720.31013,87.02916051,-90486.69767,37720.31013,87.02916051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2811,855,1200.0,30.0,,23.6698,,,,61.15171009,,,,,,,,,,,,,,,40.0,,,,43.1588,,24.45528889,,,30.0,,,33.1715,,,,14.39300102,,,,,,,,,,,,,,,,,,,,,,,23.2384,,18.023,,,,51.77878693,,,,,,,,,,,,,,,55.3628,,,,58.7186,,36.99899178,,,21.3988,,,23.2585,,,,11.22222128,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C15,-87117.65943,38906.95034,85.54771053,-87909.27736,40393.14469,87.09392937,-83222.03775,31593.25674,77.93863116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831112,,,,,0.1688878719,,,,,
2812,856,1200.0,20.0,,12.5799,,,,48.0424726,,,,,,,,,,,,,,,40.0,,,,45.1993,,20.35070884,,,30.0,,,34.5469,,,,12.81604507,,,,,,,,,,,,,,10.0,,,7.67392,,,18.7907735,,,14.6369,,9.07529,,,,37.19211718,,,,,,,,,,,,,,,52.306,,,,58.2624,,28.15003365,,,20.2173,,,22.9497,,,,9.136161814,,,,,,,,,,,,,,12.8398,,,9.71269,,,25.52168736,,,1.0,5.0,Bcc+Laves_C15,-92059.7481,36660.95039,87.37786274,-91766.25676,39994.55641,89.44154579,-93168.92724,24062.3973,79.57867464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.790762,,,,,0.2092375557,,,,,
2813,857,1200.0,10.0,,8.55883,,,,39.33640077,,,,,,,,,,,,,,,40.0,,,,40.8558,,22.58023819,,,30.0,,,30.8463,,,,12.77260059,,,,,,,,,,,,,,20.0,,,19.7391,,,25.31076045,,,6.9355,,5.91917,,,,28.95568094,,,,,,,,,,,,,,,49.5692,,,,50.4863,,29.69897826,,,19.1595,,,19.6442,,,,8.65770335,,,,,,,,,,,,,,24.3359,,,23.9504,,,32.68763744,,,1.0,5.0,Bcc+Laves_C15,-94293.42323,39437.73927,90.77905338,-94271.97224,40192.02218,91.27651253,-94730.08052,24083.51738,80.65274948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953175,,,,,0.04682513531,,,,,
2814,858,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,30.0,,,30.0,,,,,,,,,,,,,,,,,,30.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1045,,,,47.1045,,,,,18.2068,,,18.2068,,,,,,,,,,,,,,,,,,34.6887,,,34.6887,,,,,,1.0,5.0,Bcc,-94632.70319,40079.07088,91.44470968,-94632.70319,40079.07088,91.44470968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2815,859,1200.0,20.0,,20.0,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,30.0,,,30.0,,,,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,15.5166,,15.5166,,,,,,,,,,,,,,,,,,,55.4499,,,,55.4499,,,,,21.4325,,,21.4325,,,,,,,,,7.60104,,,7.60104,,,,,,,,,,,,,,,1.0,5.0,Bcc,-90684.85179,40074.73916,88.76189862,-90684.85179,40074.73916,88.76189862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2816,86,1200.0,60.0,,61.13566369,,,,58.6471,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,8.213116362,,,,12.1287,,,,,20.0,,,30.09942479,,,7.96888,,,10.0,,,0.5517951562,,,21.2553,,,56.4189,,61.65603513,,,,51.0355,,,,,,,,,,,,,,,,,,,,,,,,8.65879,,,7.627340677,,,,9.71903,,,,,18.4251,,,29.74029107,,,6.79406,,,16.4973,,,0.9763331202,,,32.4514,,,1.0,5.0,Laves_C15+Bcc,-87032.73211,27028.42803,77.42671156,-83972.80277,34774.30374,80.60761397,-90677.92482,17801.02222,73.63740762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5436430072,,,,,0.456357,,,,,
2817,860,1200.0,10.0,,9.77283,,,,37.9106256,,,,,,,,,,,,,,,40.0,,,,40.1525,,21.26802265,,,30.0,,,30.1498,,,,11.6004001,,,,,10.0,,,9.99302,,,10.85738521,,,10.0,,,9.93193,,,18.36356644,,,7.32931,,7.15982,,,,29.28606238,,,,,,,,,,,,,,,52.3838,,,,52.5615,,29.35627674,,,20.2474,,,20.3399,,,,8.251961761,,,,,7.18073,,,7.17273,,,8.217341477,,,12.8588,,,12.766,,,24.88835764,,,1.0,5.0,Bcc+Laves_C15,-94475.76579,39891.7871,91.21104632,-94465.91032,40004.38255,91.28078802,-95686.63092,26058.05609,82.64242406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991927,,,,,0.008073484775,,,,,
2818,861,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,30.0,,,30.0,,,,,,,,,10.0,,,10.0,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.639,,,,49.639,,,,,19.1864,,,19.1864,,,,,,,,,6.80448,,,6.80448,,,,,,24.3701,,,24.3701,,,,,,1.0,5.0,Bcc,-95065.33074,40001.65051,91.68583054,-95065.33074,40001.65051,91.68583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2819,862,1200.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,30.0,,,30.0,,,,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,7.77052,,7.77052,,,,,,,,,,,,,,,,,,,55.5372,,,,55.5372,,,,,21.4662,,,21.4662,,,,,,,,,15.226,,,15.226,,,,,,,,,,,,,,,1.0,5.0,Bcc,-91958.18008,39272.35015,89.08158044,-91958.18008,39272.35015,89.08158044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2820,863,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,30.0,,,30.0,,,,,,,,,20.0,,,20.0,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4617,,,,52.4617,,,,,20.2775,,,20.2775,,,,,,,,,14.3828,,,14.3828,,,,,,12.878,,,12.878,,,,,,1.0,5.0,Bcc,-93780.5471,39526.46012,90.49112936,-93780.5471,39526.46012,90.49112936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2821,864,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,30.0,,,30.0,,,,,,,,,30.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6248,,,,55.6248,,,,,21.5001,,,21.5001,,,,,,,,,22.8751,,,22.8751,,,,,,,,,,,,,,,1.0,5.0,Bcc,-90873.32745,38542.67107,87.84984456,-90873.32745,38542.67107,87.84984456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2822,865,1200.0,20.0,,20.0,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,40.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5878,,15.5878,,,,,,,,,,,,,,,,,,,55.7044,,,,55.7044,,,,,28.7078,,,28.7078,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc,-88261.71283,40137.05626,87.15933142,-88261.71283,40137.05626,87.15933142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2823,866,1200.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,40.0,,,40.0,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,7.36108,,7.36108,,,,,,,,,,,,,,,,,,,52.6108,,,,52.6108,,,,,27.1135,,,27.1135,,,,,,,,,,,,,,,,,,12.9146,,,12.9146,,,,,,1.0,5.0,Bcc,-92418.34153,40018.96887,89.90076394,-92418.34153,40018.96887,89.90076394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2824,867,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,40.0,,,40.0,,,,,,,,,,,,,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8428,,,,49.8428,,,,,25.687,,,25.687,,,,,,,,,,,,,,,,,,24.4702,,,24.4702,,,,,,1.0,5.0,Bcc,-93244.17128,40047.91751,90.48100247,-93244.17128,40047.91751,90.48100247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2825,868,1200.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,40.0,,,40.0,,,,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,7.80625,,7.80625,,,,,,,,,,,,,,,,,,,55.7925,,,,55.7925,,,,,28.7532,,,28.7532,,,,,,,,,7.64801,,,7.64801,,,,,,,,,,,,,,,1.0,5.0,Bcc,-91138.64065,39668.23981,88.79399957,-91138.64065,39668.23981,88.79399957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2826,869,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,40.0,,,40.0,,,,,,,,,10.0,,,10.0,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6895,,,,52.6895,,,,,27.154,,,27.154,,,,,,,,,7.22264,,,7.22264,,,,,,12.9339,,,12.9339,,,,,,1.0,5.0,Bcc,-93273.58196,39858.86061,90.37263182,-93273.58196,39858.86061,90.37263182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2827,87,1200.0,50.0,,45.231,,,,51.07988906,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,9.8835,,,,10.02638021,,,,,20.0,,,43.6565,,,14.64323822,,,20.0,,,1.229,,,24.2504925,,,43.9013,,45.5683,,,,43.58163101,,,,,,,,,,,,,,,,,,,,,,,,8.08522,,,9.16898,,,,7.877382072,,,,,17.2046,,,43.0905,,,12.24043123,,,30.8089,,,2.17229,,,36.30055569,,,1.0,5.0,Bcc+Laves_C15,-91515.0385,21674.398,76.83497031,-86775.93088,34609.42761,82.39850558,-92588.15885,18745.39859,75.57516712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184631,,,,,0.8153685041,,,,,
2828,870,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,40.0,,,40.0,,,,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.881,,,,55.881,,,,,28.7988,,,28.7988,,,,,,,,,15.3203,,,15.3203,,,,,,,,,,,,,,,1.0,5.0,Bcc,-90566.25589,39226.3286,88.10547772,-90566.25589,39226.3286,88.10547772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2829,871,1200.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,50.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8423,,7.8423,,,,,,,,,,,,,,,,,,,56.0502,,,,56.0502,,,,,36.1075,,,36.1075,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc,-88450.29776,39896.84128,87.12428404,-88450.29776,39896.84128,87.12428404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2830,872,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,50.0,,,50.0,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9192,,,,52.9192,,,,,34.0905,,,34.0905,,,,,,,,,,,,,,,,,,12.9903,,,12.9903,,,,,,1.0,5.0,Bcc,-90893.73731,40059.29213,88.89320805,-90893.73731,40059.29213,88.89320805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2831,873,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,50.0,,,50.0,,,,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1394,,,,56.1394,,,,,36.165,,,36.165,,,,,,,,,7.69556,,,7.69556,,,,,,,,,,,,,,,1.0,5.0,Bcc,-89458.12561,39760.65806,87.71597167,-89458.12561,39760.65806,87.71597167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2832,874,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,60.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4003,,,,56.4003,,,,,43.5997,,,43.5997,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc,-86549.95237,40150.39476,86.00641287,-86549.95237,40150.39476,86.00641287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2833,875,1200.0,50.0,,9.576957722,,,,65.6318,,,,,,,,,,,,,,,50.0,,,,90.42304228,,34.3682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8836,,5.595845744,,,,51.6621,,,,,,,,,,,,,,,64.1164,,,,94.40415426,,48.3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Laves_C15+Bcc,-81688.33379,33068.24499,77.89877391,-84743.50391,35587.09181,81.68251415,-80506.88357,32094.19379,76.43558182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2788662007,,,,,0.721134,,,,,
