,task_id,T,x(Cr),x(Cr@B2),x(Cr@Bcc),x(Cr@CBCC_A12),x(Cr@Hcp),x(Cr@Laves_C14),x(Cr@Laves_C15),x(Cr@Laves_C36),x(Cr@Liquid),x(Cr@Sigma),x(Mn),x(Mn@Bcc),x(Mn@Beta_TiMn),x(Mn@CBCC_A12),x(Mn@Laves_C14),x(Mn@Laves_C15),x(Mn@Laves_C36),x(Mn@Liquid),x(Mn@Mn3Ti),x(Mn@Mn4Ti),x(Mn@Sigma),x(Nb),x(Nb@B2),x(Nb@Bcc#1),x(Nb@Bcc#2),x(Nb@Bcc),x(Nb@Laves_C14),x(Nb@Laves_C15),x(Nb@Laves_C36),x(Nb@Liquid),x(Ti),x(Ti@Bcc#1),x(Ti@Bcc#2),x(Ti@Bcc),x(Ti@Beta_TiMn),x(Ti@CBCC_A12),x(Ti@Laves_C14),x(Ti@Laves_C15),x(Ti@Laves_C36),x(Ti@Liquid),x(Ti@Mn3Ti),x(Ti@Mn4Ti),x(V),x(V@Bcc#1),x(V@Bcc#2),x(V@Bcc),x(V@Hcp),x(V@Laves_C14),x(V@Laves_C15),x(V@Laves_C36),x(V@Liquid),x(Zr),x(Zr@Bcc#1),x(Zr@Bcc#2),x(Zr@Bcc),x(Zr@Hcp),x(Zr@Laves_C14),x(Zr@Laves_C15),x(Zr@Laves_C36),x(Zr@Liquid),w(Cr),w(Cr@B2),w(Cr@Bcc),w(Cr@CBCC_A12),w(Cr@Hcp),w(Cr@Laves_C14),w(Cr@Laves_C15),w(Cr@Laves_C36),w(Cr@Liquid),w(Cr@Sigma),w(Mn),w(Mn@Bcc),w(Mn@Beta_TiMn),w(Mn@CBCC_A12),w(Mn@Laves_C14),w(Mn@Laves_C15),w(Mn@Laves_C36),w(Mn@Liquid),w(Mn@Mn3Ti),w(Mn@Mn4Ti),w(Mn@Sigma),w(Nb),w(Nb@B2),w(Nb@Bcc#1),w(Nb@Bcc#2),w(Nb@Bcc),w(Nb@Laves_C14),w(Nb@Laves_C15),w(Nb@Laves_C36),w(Nb@Liquid),w(Ti),w(Ti@Bcc#1),w(Ti@Bcc#2),w(Ti@Bcc),w(Ti@Beta_TiMn),w(Ti@CBCC_A12),w(Ti@Laves_C14),w(Ti@Laves_C15),w(Ti@Laves_C36),w(Ti@Liquid),w(Ti@Mn3Ti),w(Ti@Mn4Ti),w(V),w(V@Bcc#1),w(V@Bcc#2),w(V@Bcc),w(V@Hcp),w(V@Laves_C14),w(V@Laves_C15),w(V@Laves_C36),w(V@Liquid),w(Zr),w(Zr@Bcc#1),w(Zr@Bcc#2),w(Zr@Bcc),w(Zr@Hcp),w(Zr@Laves_C14),w(Zr@Laves_C15),w(Zr@Laves_C36),w(Zr@Liquid),P,log10(P),phase_name,G,H,S,G(@Bcc),H(@Bcc),S(@Bcc),G(@Laves_C15),H(@Laves_C15),S(@Laves_C15),G(@Laves_C36),H(@Laves_C36),S(@Laves_C36),G(@Laves_C14),H(@Laves_C14),S(@Laves_C14),G(@Liquid),H(@Liquid),S(@Liquid),G(@Bcc#1),G(@Bcc#2),H(@Bcc#1),H(@Bcc#2),S(@Bcc#1),S(@Bcc#2),G(@Hcp),H(@Hcp),S(@Hcp),G(@Beta_TiMn),H(@Beta_TiMn),S(@Beta_TiMn),G(@B2),H(@B2),S(@B2),G(@CBCC_A12),H(@CBCC_A12),S(@CBCC_A12),G(@Sigma),H(@Sigma),S(@Sigma),G(@Mn3Ti),G(@Mn4Ti),H(@Mn3Ti),H(@Mn4Ti),S(@Mn3Ti),S(@Mn4Ti),f(@B2),f(@Bcc#1),f(@Bcc#2),f(@Bcc),f(@Beta_TiMn),f(@CBCC_A12),f(@Hcp),f(@Laves_C14),f(@Laves_C15),f(@Laves_C36),f(@Liquid),f(@Mn3Ti),f(@Mn4Ti),f(@Sigma)
2761,81,1200.0,30.0,,6.891493526,,,,44.567,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,14.26901012,,,,7.30894,,,,,10.0,,,4.270045942,,,13.612,,,50.0,,,74.56945041,,,34.5121,,,21.9414,,4.444912323,,,,35.6015,,,,,,,,,,,,,,,,,,,,,,,,6.73484,,,8.474769578,,,,5.37642,,,,,7.16554,,,2.698288923,,,10.6533,,,64.1582,,,84.38202918,,,48.3688,,,1.0,5.0,Laves_C15+Bcc,-95160.3966,25981.43442,82.23319487,-96537.52226,38973.58941,91.98731403,-94292.29517,17791.54391,76.08447143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3866430422,,,,,0.613357,,,,,
2762,810,1200.0,20.0,,3.339297004,,,,25.3178,,,,,,,,,,,,,,,40.0,,,,66.36334497,,31.5852,,,,,,,,,,,,,,,30.0,,,26.88248189,,,30.9951,,,10.0,,,3.414876133,,,12.1019,,,14.45,,2.164923439,,,,18.9856,,,,,,,,,,,,,,,51.6384,,,,76.87578966,,42.321,,,,,,,,,,,,,,,21.2357,,,17.07508652,,,22.7717,,,12.6759,,,3.884200377,,,15.9217,,,1.0,5.0,Laves_C15+Bcc,-92195.55623,30122.54763,83.03166946,-89594.89024,36426.61498,85.54560311,-93025.64172,28110.40348,82.22926735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2419544223,,,,,0.758046,,,,,
2763,811,1200.0,10.0,,1.933283602,,,,15.747,,,,,,,,,,,,,,,40.0,,,,52.32902326,,31.2163,,,,,,,,,,,,,,,30.0,,,24.93705935,,,33.607,,,20.0,,,20.80063379,,,19.4296,,,6.85155,,1.236435714,,,,11.3666,,,,,,,,,,,,,,,48.9692,,,,59.79879456,,40.2612,,,,,,,,,,,,,,,20.138,,,15.62526059,,,23.7666,,,24.0413,,,23.33950914,,,24.6056,,,1.0,5.0,Laves_C15+Bcc,-92606.08498,34129.71331,86.03047774,-91724.0616,39026.81276,88.75598164,-93234.47231,30640.83158,84.08872409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41603739,,,,,0.583963,,,,,
2764,812,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,,,,,,,,,,,,,30.0,,,30.0,,,,,,30.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5623,,,,46.5623,,,,,,,,,,,,,,,,,19.1482,,,19.1482,,,,,,34.2895,,,34.2895,,,,,,1.0,5.0,Bcc,-91474.70952,40027.16265,89.2657721,-91474.70952,40027.16265,89.2657721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2765,813,1200.0,20.0,,9.161599211,,,,27.6188,,,,,,,,,,,,,,,40.0,,,,46.28066282,,35.585,,,,,,,,,,,,,,,40.0,,,44.55773797,,,36.7962,,,,,,,,,,,,15.3068,,6.760828781,,,,21.704,,,,,,,,,,,,,,,54.7001,,,,61.02419314,,49.9662,,,,,,,,,,,,,,,29.9931,,,32.21497808,,,28.3298,,,,,,,,,,,,1.0,5.0,Laves_C15+Bcc,-88114.47117,32330.76073,81.76033119,-88141.18016,37183.00932,85.07225299,-88095.69616,28919.88773,79.43222611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4127826218,,,,,0.587217,,,,,
2766,814,1200.0,10.0,,2.598019636,,,,15.3973,,,,,,,,,,,,,,,40.0,,,,51.21722899,,31.8207,,,,,,,,,,,,,,,40.0,,,40.89191944,,,39.3496,,,10.0,,,5.292831937,,,13.4323,,,7.23562,,1.810952556,,,,11.4587,,,,,,,,,,,,,,,51.7141,,,,63.79028593,,42.3129,,,,,,,,,,,,,,,28.3558,,,27.92596546,,,28.6904,,,12.6945,,,6.47279606,,,17.538,,,1.0,5.0,Laves_C15+Bcc,-91126.615,33471.23515,84.57920113,-89550.15272,37129.29909,85.99222877,-92276.13317,30803.86336,83.54885554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4216898093,,,,,0.57831,,,,,
2767,815,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,,,,,,,,,,,,,40.0,,,40.0,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0373,,,,49.0373,,,,,,,,,,,,,,,,,26.888,,,26.888,,,,,,24.0747,,,24.0747,,,,,,1.0,5.0,Bcc,-90179.09104,39223.83712,87.84097218,-90179.09104,39223.83712,87.84097218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2768,816,1200.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,,,,,,,,,,,,,50.0,,,50.0,,,,,,,,,,,,,,,7.6653,,7.6653,,,,,,,,,,,,,,,,,,,54.7851,,,,54.7851,,,,,,,,,,,,,,,,,37.5496,,,37.5496,,,,,,,,,,,,,,,1.0,5.0,Bcc,-87868.83674,37078.47668,84.81642292,-87868.83674,37078.47668,84.81642292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2769,817,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,,,,,,,,,,,,,50.0,,,50.0,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7901,,,,51.7901,,,,,,,,,,,,,,,,,35.4968,,,35.4968,,,,,,12.7131,,,12.7131,,,,,,1.0,5.0,Bcc,-88709.85274,37843.69154,85.90676053,-88709.85274,37843.69154,85.90676053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2770,818,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,,,,,,,,,,,,,60.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8704,,,,54.8704,,,,,,,,,,,,,,,,,45.1296,,,45.1296,,,,,,,,,,,,,,,1.0,5.0,Bcc,-86164.8403,35778.77677,82.77746127,-86164.8403,35778.77677,82.77746127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2771,819,1200.0,50.0,,16.65982269,,,60.6065,,,,,,,,,,,,,,,,40.0,,,,70.19268681,30.3948,,,,10.0,,,13.1474905,,,8.99869,,,,,,,,,,,,,,,,,,,,,,,,38.2614,,10.80499963,,,49.1928,,,,,,,,,,,,,,,,54.6921,,,,81.34297934,44.0814,,,,7.04652,,,7.852021024,,,6.72583,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Laves_C14+Bcc,-83821.09526,34684.42259,80.44361935,-87257.47028,38948.24008,85.67064478,,,,,,,-82727.88395,33327.97766,78.78074983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2413490383,,,,0.758651,,,,,,
2772,82,1200.0,20.0,,6.384959554,,,,41.6211,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,12.34083744,,,,6.28268,,,,,10.0,,,5.290293913,,,17.4792,,,60.0,,,75.98390909,,,34.6171,,,13.8627,,4.086599999,,,,33.2264,,,,,,,,,,,,,,,,,,,,,,,,6.38266,,,7.273322059,,,,4.61849,,,,,6.79084,,,3.317338868,,,13.6709,,,72.9638,,,85.32273907,,,48.4842,,,1.0,5.0,Laves_C15+Bcc,-95570.15187,31297.81248,86.12019438,-96384.78789,39136.18873,91.99401053,-94276.48551,18850.23674,76.79239877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6136056987,,,,,0.386394,,,,,
2773,820,1200.0,40.0,,10.7418,,,,55.70836851,,,,,,,,,,,,,,,40.0,,,,71.1879,,23.25556775,,,10.0,,,15.6827,,,,6.949042598,,,,,,,,,,,,,,10.0,,,2.38757,,,14.08702114,,,28.9384,,6.86072,,,,43.39501484,,,,,,,,,,,,,,,51.7069,,,,81.2404,,32.3683212,,,6.66192,,,9.2235,,,,4.98458013,,,,,,,,,,,,,,12.6927,,,2.67539,,,19.25208383,,,1.0,5.0,Bcc+Laves_C15,-90381.9349,29128.136,81.12552754,-89109.12237,38280.54445,86.47433514,-91065.29273,24214.31729,78.25381666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349335,,,,,0.6506654804,,,,,
2774,821,1200.0,30.0,,6.41359,,,,40.80536464,,,,,,,,,,,,,,,40.0,,,,68.1454,,27.10607834,,,10.0,,,14.6783,,,,7.856771516,,,,,,,,,,,,,,20.0,,,10.7627,,,24.2317855,,,20.5805,,3.99416,,,,29.35925479,,,,,,,,,,,,,,,49.0308,,,,75.8289,,34.84723155,,,6.31712,,,8.41754,,,,5.205423819,,,,,,,,,,,,,,24.0716,,,11.7594,,,30.58808984,,,1.0,5.0,Bcc+Laves_C15,-93276.78913,28593.75016,82.72785479,-91301.65121,38522.63884,88.127,-94181.63561,24045.14632,80.25440853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314185,,,,,0.685815494,,,,,
2775,822,1200.0,20.0,,4.839825566,,,,33.4881,,,,,,,,,,,,,,,40.0,,,,51.3435871,,29.9075,,,10.0,,,13.68297691,,,,6.72323,,,,,,,,,,,,,,30.0,,,30.13361042,,,29.8811,,,13.0452,,2.986668629,,,,23.0092,,,,,,,,,,,,,,,46.618,,,,56.61315591,,36.7168,,,6.00626,,,7.775389107,,,,4.25376,,,,,,,,,,,,,,34.3305,,,32.62478636,,,36.0202,,,1.0,5.0,Laves_C15+Bcc,-94453.4692,31939.98703,85.79808996,-94197.54862,40036.8699,91.12067238,-94681.16376,24736.12651,81.06254643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470817681,,,,,0.529182,,,,,
2776,823,1200.0,10.0,,4.42891,,,,32.4437708,,,,,,,,,,,,,,,40.0,,,,42.4359,,30.18667484,,,10.0,,,11.1385,,,,5.413246197,,,,,,,,,,,,,,40.0,,,41.9966,,,31.95630816,,,6.21667,,2.69742,,,,22.00602603,,,,,,,,,,,,,,,44.4316,,,,46.1806,,36.58469187,,,5.72456,,,6.2469,,,,3.381055376,,,,,,,,,,,,,,43.6272,,,44.8751,,,38.02822672,,,1.0,5.0,Bcc+Laves_C15,-95024.26693,37307.97779,89.82944352,-95117.65478,40435.34236,92.01574663,-94648.04315,24709.02757,81.02166834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.801138,,,,,0.1988618831,,,,,
2777,824,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,50.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,42.441,,,,42.441,,,,,5.4681,,,5.4681,,,,,,,,,,,,,,,,,,52.0909,,,52.0909,,,,,,1.0,5.0,Bcc,-94908.82503,40120.16162,91.66003913,-94908.82503,40120.16162,91.66003913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2778,825,1200.0,40.0,,15.17881214,,,,51.4757,,,,,,,,,,,,,,,40.0,,,,61.60510031,,30.0112,,,10.0,,,16.13262457,,,,7.16468,,,,,10.0,,,7.083462985,,,11.3484,,,,,,,,,,,,30.6567,,10.32223184,,,,41.9131,,,,,,,,,,,,,,,54.7771,,,,74.85594879,,43.6621,,,7.05747,,,10.10241155,,,,5.3719,,,,,7.50881,,,4.719407825,,,9.05292,,,,,,,,,,,,1.0,5.0,Laves_C15+Bcc,-87961.14836,32682.21117,81.8948237,-89824.00962,39160.77735,87.55713062,-87099.88468,29686.95116,79.27694793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3161615955,,,,,0.683838,,,,,
2779,826,1200.0,30.0,,8.48945,,,,43.7571745,,,,,,,,,,,,,,,40.0,,,,63.9351,,24.6923835,,,10.0,,,15.2339,,,,6.652501836,,,,,10.0,,,8.65644,,,10.8591821,,,10.0,,,3.68513,,,14.03875807,,,21.7357,,5.59612,,,,33.84879999,,,,,,,,,,,,,,,51.7829,,,,75.3044,,34.12957233,,,6.6717,,,9.24706,,,,4.73874365,,,,,7.09837,,,5.59053,,,8.229949645,,,12.7113,,,4.26187,,,19.05293439,,,1.0,5.0,Bcc+Laves_C15,-93298.83702,30513.7612,84.04615838,-91834.90214,38461.24918,88.44730769,-94235.12408,25430.79588,81.23132061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390084,,,,,0.6099164623,,,,,
2780,827,1200.0,20.0,,5.019687625,,,,31.2926,,,,,,,,,,,,,,,40.0,,,,56.05727484,,27.8956,,,10.0,,,13.92059358,,,,7.04455,,,,,10.0,,,8.959853296,,,10.7841,,,20.0,,,16.04259066,,,22.9832,,,13.7395,,3.240075638,,,,22.5921,,,,,,,,,,,,,,,49.0991,,,,64.65234254,,35.9852,,,6.32592,,,8.274093373,,,,4.6833,,,,,6.73047,,,5.666115356,,,7.62789,,,24.1051,,,18.1673731,,,29.1115,,,1.0,5.0,Laves_C15+Bcc,-95276.00028,32256.39804,86.57122379,-94258.26903,39327.21893,90.68016697,-96043.19412,26926.21858,83.47378929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4298185073,,,,,0.570181,,,,,
2781,828,1200.0,10.0,,4.1344,,,,27.62126917,,,,,,,,,,,,,,,40.0,,,,43.9603,,28.10270423,,,10.0,,,11.4877,,,,5.530696737,,,,,10.0,,,9.03712,,,12.8926666,,,30.0,,,31.3805,,,25.85266326,,,6.53123,,2.63053,,,,19.6012076,,,,,,,,,,,,,,,46.6797,,,,49.9764,,35.63371794,,,6.01421,,,6.73051,,,,3.614125675,,,,,6.39883,,,5.63335,,,8.96371432,,,34.376,,,35.0292,,,32.18723447,,,1.0,5.0,Bcc+Laves_C15,-95865.13792,37095.66814,90.25612196,-95766.6125,40334.56744,92.3878627,-96161.12524,27365.45698,83.85200571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75026,,,,,0.2497395106,,,,,
2782,829,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,10.0,,,10.0,,,,,,,,,10.0,,,10.0,,,,,,40.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4876,,,,44.4876,,,,,5.73178,,,5.73178,,,,,,,,,6.09834,,,6.09834,,,,,,43.6822,,,43.6822,,,,,,1.0,5.0,Bcc,-95573.82608,40276.03231,92.21726124,-95573.82608,40276.03231,92.21726124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2783,83,1200.0,10.0,,5.62178,,,,35.10605749,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,10.813,,,,5.337905203,,,,,10.0,,,7.40718,,,24.86804608,,,70.0,,,76.158,,,34.68799122,,,6.58689,,3.59332,,,,28.03025274,,,,,,,,,,,,,,,,,,,,,,,,6.06547,,,6.36434,,,,3.924641731,,,,,6.45337,,,4.63854,,,19.45327266,,,80.8943,,,85.4038,,,48.59183287,,,1.0,5.0,Bcc+Laves_C15,-95830.43143,36693.65813,89.95967115,-96149.94605,39369.08412,91.99268925,-93998.23451,21351.92773,78.30170874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.851507,,,,,0.1484932435,,,,,
2784,830,1200.0,30.0,,14.05356103,,,,41.8596,,,,,,,,,,,,,,,40.0,,,,52.2852787,,30.8632,,,10.0,,,15.18073937,,,,6.14701,,,,,20.0,,,18.48042091,,,21.1301,,,,,,,,,,,,23.0283,,10.06981359,,,,33.9307,,,,,,,,,,,,,,,54.8623,,,,66.94039975,,44.7005,,,7.06845,,,10.01641195,,,,4.58823,,,,,15.041,,,12.97337471,,,16.7805,,,,,,,,,,,,1.0,5.0,Laves_C15+Bcc,-89720.48804,33293.49289,83.50404299,-91051.76163,39126.83378,88.36750868,-88730.39869,28955.14444,79.88700616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4265120866,,,,,0.573488,,,,,
2785,831,1200.0,20.0,,6.62648516,,,,32.8717,,,,,,,,,,,,,,,40.0,,,,54.67235208,,25.8762,,,10.0,,,14.11533742,,,,6.03885,,,,,20.0,,,19.26840721,,,20.7047,,,10.0,,,5.317418135,,,14.5086,,,14.5118,,4.55367622,,,,25.2069,,,,,,,,,,,,,,,51.859,,,,67.13059608,,35.4546,,,6.68151,,,8.932116704,,,,4.26419,,,,,14.2176,,,12.97271241,,,15.5551,,,12.73,,,6.410898584,,,19.5192,,,1.0,5.0,Laves_C15+Bcc,-94080.01269,32802.70882,86.1302118,-93051.64438,38645.73256,89.39848416,-95069.88836,27178.39412,82.98427348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4904638271,,,,,0.509536,,,,,
2786,832,1200.0,10.0,,4.00972,,,,23.68751002,,,,,,,,,,,,,,,40.0,,,,45.785,,26.78183255,,,10.0,,,11.9891,,,,5.454905131,,,,,20.0,,,18.6233,,,23.14568202,,,20.0,,,19.5929,,,20.93007028,,,6.87931,,2.68247,,,,17.42224967,,,,,,,,,,,,,,,49.1675,,,,54.7292,,35.19645632,,,6.33474,,,7.38569,,,,3.694504763,,,,,13.4797,,,12.2063,,,16.67864869,,,24.1387,,,22.9964,,,27.00814055,,,1.0,5.0,Bcc+Laves_C15,-95171.82196,36458.30464,89.35283345,-94928.32495,39786.56653,91.44682584,-95728.2076,28853.29502,84.56810414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695584,,,,,0.304415919,,,,,
2787,833,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,10.0,,,10.0,,,,,,,,,20.0,,,20.0,,,,,,30.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7416,,,,46.7416,,,,,6.02219,,,6.02219,,,,,,,,,12.8146,,,12.8146,,,,,,34.4216,,,34.4216,,,,,,1.0,5.0,Bcc,-94773.4355,40129.38318,91.57439411,-94773.4355,40129.38318,91.57439411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2788,834,1200.0,20.0,,13.9989,,,,35.92117679,,,,,,,,,,,,,,,40.0,,,,43.1324,,31.6897821,,,10.0,,,12.0131,,,,4.659093109,,,,,30.0,,,30.8556,,,27.729948,,,,,,,,,,,,15.3761,,10.5764,,,,28.96814824,,,,,,,,,,,,,,,54.9478,,,,58.2266,,45.66287571,,,7.07947,,,8.35765,,,,3.459838083,,,,,22.5966,,,22.8394,,,21.90913796,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C15,-90539.30616,36075.26324,85.94818546,-91084.12825,38798.65956,88.1667093,-89093.86794,28849.96662,80.0623389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.726256,,,,,0.2737441323,,,,,
2789,835,1200.0,10.0,,4.92211,,,,23.5764194,,,,,,,,,,,,,,,40.0,,,,45.1819,,26.1456445,,,10.0,,,11.8575,,,,5.033946912,,,,,30.0,,,30.2462,,,29.34389321,,,10.0,,,7.79229,,,15.90009597,,,7.26658,,3.51891,,,,17.91881171,,,,,,,,,,,,,,,51.9354,,,,57.7159,,35.50622792,,,6.69136,,,7.80614,,,,3.523093712,,,,,21.3578,,,21.1853,,,21.85018646,,,12.7488,,,9.77376,,,21.2016802,,,1.0,5.0,Bcc+Laves_C15,-93741.8244,36100.4106,88.13918134,-93297.89411,38762.29888,89.64477004,-94928.63056,28984.10076,84.11413049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.727773,,,,,0.2722268709,,,,,
2790,836,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,10.0,,,10.0,,,,,,,,,30.0,,,30.0,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2362,,,,49.2362,,,,,6.34359,,,6.34359,,,,,,,,,20.2478,,,20.2478,,,,,,24.1724,,,24.1724,,,,,,1.0,5.0,Bcc,-93551.09527,39571.3056,90.36581534,-93551.09527,39571.3056,90.36581534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2791,837,1200.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,10.0,,,10.0,,,,,,,,,40.0,,,40.0,,,,,,,,,,,,,,,7.70005,,7.70005,,,,,,,,,,,,,,,,,,,55.0336,,,,55.0336,,,,,7.09052,,,7.09052,,,,,,,,,30.1759,,,30.1759,,,,,,,,,,,,,,,1.0,5.0,Bcc,-90822.28883,37962.60634,87.42144056,-90822.28883,37962.60634,87.42144056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2792,838,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,10.0,,,10.0,,,,,,,,,40.0,,,40.0,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52.012,,,,52.012,,,,,6.70123,,,6.70123,,,,,,,,,28.5191,,,28.5191,,,,,,12.7676,,,12.7676,,,,,,1.0,5.0,Bcc,-91999.86057,38492.8909,88.58076331,-91999.86057,38492.8909,88.58076331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2793,839,1200.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,40.0,,,,,10.0,,,10.0,,,,,,,,,50.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1196,,,,55.1196,,,,,7.1016,,,7.1016,,,,,,,,,37.7788,,,37.7788,,,,,,,,,,,,,,,1.0,5.0,Bcc,-89262.39964,36785.23035,85.56333707,-89262.39964,36785.23035,85.56333707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2794,84,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,10.0,,,10.0,,,,,,80.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77832,,,5.77832,,,,,,,,,6.14786,,,6.14786,,,,,,88.0738,,,88.0738,,,,,,1.0,5.0,Bcc,-95162.26839,39658.14394,91.51845524,-95162.26839,39658.14394,91.51845524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2795,840,1200.0,40.0,,21.5127,,,,61.69997105,,,,,,,,,,,,,,,40.0,,,,51.5864,,26.40017089,,,20.0,,,26.9009,,,,11.89985806,,,,,,,,,,,,,,,,,,,,,,,30.7957,,15.5373,,,,51.48982994,,,,,,,,,,,,,,,55.0254,,,,66.5718,,39.36561698,,,14.1789,,,17.8909,,,,9.14455308,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C15,-85733.69038,36322.72881,82.85403332,-87982.41478,40216.64521,87.02376539,-83094.18713,31752.13539,77.95969353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.539971,,,,,0.4600285762,,,,,
